kind,condition,arm,seed,phase,value,run_complete,n_cells
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,0,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,0,picked,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,1,home,0.5333333333333333,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,1,picked,0.6666666666666666,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,2,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,2,picked,0.43333333333333335,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,3,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,3,picked,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,4,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,4,picked,0.5333333333333333,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,5,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,5,picked,0.06666666666666667,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,6,home,0.36666666666666664,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,6,picked,0.6,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,7,home,0.1,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,machine,7,picked,0.6666666666666666,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,planner72,0,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,planner72,0,picked,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,planner72,1,home,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,planner72,1,picked,0.0,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,r2teacher,5,home,0.03333333333333333,,1
eval_rnd30_mode_ge0.5M,rlpd_cluster,r2teacher,5,picked,0.1,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,0,home,0.0,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,0,picked,0.36666666666666664,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,1,home,0.0,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,1,picked,0.36666666666666664,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,2,home,0.06666666666666667,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,2,picked,0.26666666666666666,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,3,home,0.03333333333333333,,1
eval_rnd30_mode_ge0.5M,dp_cluster,human,3,picked,0.36666666666666664,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,0,home,0.0,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,0,picked,0.2,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,1,home,0.06666666666666667,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,1,picked,0.3333333333333333,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,2,home,0.0,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,2,picked,0.3333333333333333,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,3,home,0.0,,1
eval_rnd30_mode_ge0.5M,dp_cluster,machine,3,picked,0.36666666666666664,,1
eval_rnd30_mode_ge0.5M,dp_cluster,planner72,5,home,0.5666666666666667,,1
