comparison,arm_role,arm,seed,k,n,cell,statistic,action_mode,source,path
e2e_nested_proxy,human,dHfull,2,3,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,human,dHfull,3,10,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,human,dHfull,4,2,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,human,dHfull,5,1,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,human,dHfull,6,6,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,human,dHfull,7,5,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,0,4,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,1,1,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,2,7,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,3,4,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,4,9,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,5,6,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,6,9,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy,machine,dDPfull,7,6,30,rnd30_v2,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,0,2,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,1,4,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,2,9,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,3,10,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,4,2,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,5,1,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,6,6,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,human,dHfull,7,5,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,0,4,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,1,1,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,2,7,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,3,4,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,4,9,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,5,6,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,6,9,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode/metrics.json
e2e_nested_proxy_asrecorded,machine,dDPfull,7,6,30,rnd30,nested,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode/metrics.json
e2e_slide_success,human,dHfull,0,2,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,human,dHfull,1,0,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,human,dHfull,2,0,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,human,dHfull,3,4,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,human,dHfull,4,1,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,human,dHfull,5,0,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,human,dHfull,6,1,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,human,dHfull,7,2,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,0,0,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,1,0,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,2,0,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,3,0,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,4,1,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,5,1,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,6,1,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success,machine,dDPfull,7,1,30,rnd30_v2,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_v2/metrics.json
e2e_slide_success_asrecorded,human,dHfull,0,2,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,human,dHfull,1,0,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,human,dHfull,2,0,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,human,dHfull,3,4,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,human,dHfull,4,1,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,human,dHfull,5,0,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,human,dHfull,6,1,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,human,dHfull,7,2,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dHfull_all_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,0,0,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s0/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,1,0,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s1/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,2,0,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s2/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,3,0,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s3/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,4,1,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s4/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,5,1,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s5/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,6,1,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s6/fresh_eval_rnd30_mode_cp/metrics.json
e2e_slide_success_asrecorded,machine,dDPfull,7,1,30,rnd30_cp,slide_success,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/full_r2d_state_dDPfull_bnormclampS8ent5_s7/fresh_eval_rnd30_mode_cp/metrics.json
robo_rlpd_mg200s,human,MH200,0,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s0/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,human,MH200,1,44,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s1/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,human,MH200,2,30,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s2/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,human,MH200,3,1,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s3/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,human,MH200,4,20,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s4/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,human,MH200,5,9,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s5/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,human,MH200,6,24,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s6/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,human,MH200,7,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s7/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,0,10,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s0/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,1,2,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s1/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,2,2,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s2/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,3,13,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s3/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,4,6,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s4/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,5,12,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s5/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,6,9,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s6/eval_bank50_mode/metrics.json
robo_rlpd_mg200s,machine,MG200s,7,5,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG200s_s7/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,0,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s0/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,1,44,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s1/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,2,30,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s2/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,3,1,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s3/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,4,20,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s4/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,5,9,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s5/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,6,24,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s6/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,human,MH200,7,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s7/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,0,31,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s0/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,1,17,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s1/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,2,32,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s2/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,3,32,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s3/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,4,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s4/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,5,0,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s5/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,6,28,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s6/eval_bank50_mode/metrics.json
robo_rlpd_mg718s,machine,MG718s_ctl,7,23,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MG718s_ctl_s7/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,0,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s0/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,1,44,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s1/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,2,30,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s2/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,3,1,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s3/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,4,20,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s4/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,5,9,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s5/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,6,24,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s6/eval_bank50_mode/metrics.json
robo_rlpd_mgall,human,MH200,7,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s7/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,0,37,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s0/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,1,30,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s1/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,2,34,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s2/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,3,22,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s3/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,4,14,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s4/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,5,39,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s5/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,6,32,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s6/eval_bank50_mode/metrics.json
robo_rlpd_mgall,machine,MGall_ctl,7,36,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MGall_ctl_s7/eval_bank50_mode/metrics.json
robo_rlpd_mg200s_3x,human,MH200,0,27,50,eval_bank50_mode,success,mode,cluster:robomimic,/cluster/tufts/shortlab/jstale02/robomimic_runs/rlpd/rlpd_MH200_s0/eval_bank50_mode/metrics.json
